6;Trocadéro;21:04;5
6;Nation;15:26;1
5;Église de Pantin;11:54;2
2;Porte Dauphine;20:37;2
7;Villejuif - Louis Aragon;6:54;5
14;Gare de Lyon;11:31;9
12;Porte de Versailles;21:22;1
13;Châtillon-Montrouge;7:14;4
9;Porte de Montreuil;13:58;3
12;Mairie d'Issy;6:26;3
7;Porte de la Villette;19:03;8
2;Porte Dauphine;21:35;2
12;Mairie d'Issy;9:55;3
9;Mairie de Montreuil;15:04;2
9;Mairie de Montreuil;19:16;4
3;Gambetta;20:59;2
9;Porte de Montreuil;17:59;3
9;Mairie de Montreuil;7:56;2
8;La Motte-Picquet - Grenelle;6:28;4
1;Château de Vincennes;9:00;2
4;Porte d'Orléans;9:53;5
12;Mairie d'Issy;21:39;3
5;Campo-Formio;6:31;5
9;Porte de Montreuil;18:24;3
2;Place de Clichy;13:44;3
8;Balard;13:50;2
5;Bobigny-Pantin - Raymond Queneau;18:24;3
4;Bagneux - Lucie Aubrac;22:18;2
2;Belleville;12:51;7
14;Châtelet;13:55;8
12;Mairie d'Issy;10:51;3
8;Lourmel;9:51;1
8;Daumesnil;21:06;5
11;Châtelet;16:18;3
10;Porte d'Auteuil;9:45;2
1;Hôtel de Ville;17:19;5
13;Châtillon-Montrouge;17:18;4
2;Victor Hugo;10:52;4
13;Châtillon-Montrouge;7:17;4
8;La Motte-Picquet - Grenelle;22:02;4
10;Boulogne Pont de Saint-Cloud;12:44;3
9;Porte de Montreuil;20:13;3
4;Bagneux - Lucie Aubrac;8:56;2
4;Montparnasse Bienvenue;11:01;3
3;Pont de Levallois - Bécon;13:33;3
4;Gare du Nord;17:03;4
6;Daumesnil;8:50;2
8;La Motte-Picquet - Grenelle;20:12;4
11;Porte des Lilas;11:01;5
1;Château de Vincennes;13:17;2
3;Porte de Champerret;6:14;4
1;Château de Vincennes;11:13;2
6;Bercy;8:11;6
3;Pont de Levallois - Bécon;6:16;3
12;Porte de Versailles;6:15;4
5;Gare d'Austerlitz;13:48;6
8;Daumesnil;10:04;5
1;La Défense (Grande Arche);19:09;1
4;Montparnasse Bienvenue;21:53;3
14;Bercy;6:22;1
2;Porte Dauphine;13:33;2
8;Balard;22:06;2
6;Nation;6:00;1
4;Montparnasse Bienvenue;12:00;3
5;Bobigny-Pantin - Raymond Queneau;14:41;3
3;Gambetta;20:37;2
6;Nation;15:47;1
6;Daumesnil;16:22;2
9;Porte de Montreuil;19:04;3
2;Victor Hugo;14:36;4
9;Mairie de Montreuil;7:36;4
6;Corvisart;20:42;4
7;Porte de la Villette;9:01;10
13;Châtillon-Montrouge;8:00;1
6;Corvisart;11:22;4
2;Victor Hugo;8:45;4
8;Lourmel;12:39;1
9;Mairie de Montreuil;21:38;2
8;Balard;21:24;2
8;La Motte-Picquet - Grenelle;21:36;4
4;Bagneux - Lucie Aubrac;16:14;2
4;Montparnasse Bienvenue;17:56;3
8;Lourmel;16:54;1
4;Porte d'Orléans;10:42;5
10;Boulogne Pont de Saint-Cloud;6:26;3
6;Bercy;8:12;6
9;Mairie de Montreuil;21:02;2
8;La Motte-Picquet - Grenelle;16:21;4
5;Place d'Italie;14:44;4
7;La Courneuve - 8 Mai 1945;16:27;7
9;Pont de Sèvres;9:57;5
9;Mairie de Montreuil;20:07;2
9;Mairie de Montreuil;21:59;4
8;La Motte-Picquet - Grenelle;22:31;4
2;Nation;22:21;1
3;Gambetta;8:46;2
12;Porte de Versailles;17:23;4
2;Charles de Gaulle - Etoile;9:28;8
13;Asnières - Gennevilliers Les Courtilles;15:42;2
9;Nation;17:49;8
4;Gare du Nord;18:16;4
11;Mairie des Lilas;16:05;1
8;Balard;8:43;2
2;Porte Dauphine;19:02;2
9;Porte de Montreuil;9:02;3
4;Montparnasse Bienvenue;13:54;3
3;Gambetta;7:04;2
8;La Motte-Picquet - Grenelle;13:10;4
11;Place des Fêtes;12:55;2
2;Avron;22:01;5
13;Châtillon-Montrouge;17:23;1
6;Nation;12:56;1
6;Corvisart;9:29;4
7B;Louis Blanc;19:44;1
3;Gallieni;10:54;1
2;Nation;6:40;1
2;Avron;20:39;5
8;Lourmel;15:24;1
12;Mairie d'Issy;22:58;3
11;Porte des Lilas;20:48;5
5;Bobigny-Pantin - Raymond Queneau;15:51;3
8;La Motte-Picquet - Grenelle;16:57;4
9;Porte de Montreuil;8:03;3
1;Gare de Lyon;11:23;6
14;Bibliothèque François Mitterrand;16:22;5
7B;Louis Blanc;17:14;1
8;Lourmel;18:12;1
7B;Louis Blanc;6:40;1
10;Porte d'Auteuil;21:53;2
6;Bercy;6:12;6
4;Porte de Clignancourt;20:06;1
6;Bercy;12:48;6
8;Balard;14:02;2
9;Havre-Caumartin;14:58;9
6;Charles de Gaulle - Etoile;8:26;3
3;Gallieni;22:38;1
13;Châtillon-Montrouge;22:33;1
13;Asnières - Gennevilliers Les Courtilles;15:23;2
10;Porte d'Auteuil;12:59;2
8;Daumesnil;10:54;5
5;Bobigny-Pantin - Raymond Queneau;15:17;3
2;Place de Clichy;11:14;3
8;Pointe du Lac;20:58;3
12;Porte de Versailles;22:50;4
9;Porte de Montreuil;8:30;3
9;Mairie de Montreuil;18:55;2
12;Porte de Versailles;14:56;4
13;Saint-Denis - Université;12:03;6
13;Asnières - Gennevilliers Les Courtilles;8:55;2
14;Bercy;10:27;1
3;Gallieni;11:01;1
8;Lourmel;6:48;1
13;Châtillon-Montrouge;7:31;4
10;Gare d'Austerlitz;13:38;1
7;Villejuif - Louis Aragon;16:35;6
11;Porte des Lilas;8:01;5
6;Bercy;21:50;6
4;Montparnasse Bienvenue;18:57;3
11;Mairie des Lilas;11:19;1
3;Gambetta;12:27;2
4;Gare du Nord;11:31;4
7;Porte de la Villette;15:57;10
13;Asnières - Gennevilliers Les Courtilles;16:16;3
6;Charles de Gaulle - Etoile;6:52;3
9;Mairie de Montreuil;15:29;2
9;Nation;19:17;8
4;Porte d'Orléans;13:59;5
13;Saint-Denis - Université;20:40;6
2;Place de Clichy;22:46;3
9;Mairie de Montreuil;17:15;2
9;Porte de Montreuil;19:59;3
1;Château de Vincennes;17:27;2
1;Porte Maillot;8:45;3
4;Bagneux - Lucie Aubrac;12:33;2
5;Église de Pantin;18:38;2
3;Porte de Champerret;11:49;4
13;Châtillon-Montrouge;6:02;1
11;Porte des Lilas;8:36;5
8;Balard;19:44;2
5;Bobigny-Pantin - Raymond Queneau;6:30;3
8;La Motte-Picquet - Grenelle;9:29;4
5;Campo-Formio;21:54;5
6;Corvisart;19:29;4
3;Gambetta;12:49;2
10;Porte d'Auteuil;15:33;2
10;Porte d'Auteuil;20:58;2
3B;Porte des Lilas;22:52;2
4;Bagneux - Lucie Aubrac;14:36;2
10;Boulogne Pont de Saint-Cloud;10:18;3
13;Châtillon-Montrouge;11:12;4
9;Porte de Saint-Cloud;11:07;1
5;Campo-Formio;16:38;5
9;Nation;14:49;8
14;Bibliothèque François Mitterrand;18:42;5
7;Mairie d'Ivry;19:08;1
7;La Courneuve - 8 Mai 1945;6:11;4
4;Porte d'Orléans;14:27;5
9;Porte de Saint-Cloud;8:13;1
4;Bagneux - Lucie Aubrac;7:47;2
4;Gare du Nord;7:18;4
8;Lourmel;15:14;1
2;Place de Clichy;6:27;3
12;Mairie d'Issy;13:34;3
2;Porte Dauphine;14:34;2
3;Porte de Champerret;6:32;4
5;Campo-Formio;13:30;5
7B;Louis Blanc;20:16;1
8;La Motte-Picquet - Grenelle;14:35;4
8;Lourmel;15:17;1
12;Porte de Versailles;8:43;4
14;Olympiades;16:22;2
6;Charles de Gaulle - Etoile;22:20;3
5;Place d'Italie;14:09;4
5;Campo-Formio;19:46;5
13;Saint-Denis - Université;16:03;6
7B;Louis Blanc;9:39;1
4;Bagneux - Lucie Aubrac;14:20;2
9;Havre-Caumartin;7:42;9
6;Nation;10:49;1
8;La Motte-Picquet - Grenelle;22:46;4
5;Campo-Formio;22:33;5
12;Mairie d'Issy;14:14;3
3;Gallieni;13:48;1
8;La Motte-Picquet - Grenelle;16:26;4
14;Gare de Lyon;10:42;4
3B;Porte des Lilas;12:54;2
9;Nation;17:59;8
10;Boulogne Pont de Saint-Cloud;7:37;3
12;Mairie d'Issy;6:23;3
5;Gare d'Austerlitz;22:09;6
4;Gare du Nord;21:09;4
2;Place de Clichy;14:02;3
4;Porte d'Orléans;16:26;5
4;Porte d'Orléans;15:21;5
4;Bagneux - Lucie Aubrac;15:29;2
3;Gallieni;18:20;1
6;Corvisart;12:30;4
2;Charles de Gaulle - Etoile;10:20;8
9;Nation;15:25;8
9;Porte de Montreuil;7:02;3
9;Nation;8:06;8
2;Place de Clichy;14:01;3
6;Corvisart;19:17;4
6;Bercy;8:28;6
5;Gare d'Austerlitz;20:13;6
2;Charles de Gaulle - Etoile;14:02;8
8;Lourmel;9:08;1
7B;Louis Blanc;14:19;1
3;Gallieni;19:00;1
12;Mairie d'Issy;15:20;3
1;Hôtel de Ville;12:05;5
3;Pont de Levallois - Bécon;12:30;3
3;Gambetta;19:29;2
3B;Porte des Lilas;22:01;2
4;Porte de Clignancourt;8:16;1
2;Charles de Gaulle - Etoile;16:58;8
9;Porte de Montreuil;16:27;3
4;Montparnasse Bienvenue;8:22;3
13;Asnières - Gennevilliers Les Courtilles;9:08;2
13;Châtillon-Montrouge;8:47;1
12;Porte de Versailles;17:51;4
9;Porte de Montreuil;10:51;3
5;Bobigny Pablo Picasso;19:34;1
9;Porte de Montreuil;21:13;3
8;Balard;6:47;2
1;Gare de Lyon;15:56;6
13;Châtillon-Montrouge;8:35;4
12;Porte de Versailles;10:31;1
5;Bobigny-Pantin - Raymond Queneau;16:34;3
10;Boulogne Pont de Saint-Cloud;17:02;3
2;Jaurès;18:35;6
2;Victor Hugo;16:21;4
4;Porte d'Orléans;16:03;5
5;Place d'Italie;16:44;4
4;Porte d'Orléans;16:26;5
13;Asnières - Gennevilliers Les Courtilles;16:10;2
13;Châtillon-Montrouge;15:09;1
9;Mairie de Montreuil;8:47;2
4;Montparnasse Bienvenue;6:40;3
8;Lourmel;21:02;1
13;Châtillon-Montrouge;11:45;4
13;Châtillon-Montrouge;22:48;1
9;Porte de Montreuil;10:06;3
8;La Motte-Picquet - Grenelle;8:13;4
13;Châtillon-Montrouge;19:26;4
4;Porte d'Orléans;12:16;5
3;Gambetta;21:59;2
8;Pointe du Lac;20:20;3
13;Châtillon-Montrouge;21:12;4
13;Châtillon-Montrouge;7:45;1
3B;Porte des Lilas;20:56;2
13;Châtillon-Montrouge;20:50;4
2;Jaurès;17:23;6
9;Nation;6:16;8
11;Châtelet;10:03;4
6;Daumesnil;13:08;2
3;Porte de Champerret;20:00;4
3;Gallieni;22:55;1
9;Porte de Montreuil;17:12;3
8;Balard;22:10;2
4;Bagneux - Lucie Aubrac;13:30;2
8;Balard;11:57;2
6;Nation;15:11;1
5;Gare d'Austerlitz;16:50;6
5;Place d'Italie;7:15;4
9;Nation;11:19;8
12;Mairie d'Issy;6:56;3
3;Gallieni;19:08;1
2;Avron;22:49;5
13;Châtillon-Montrouge;15:48;4
8;Daumesnil;9:35;5
13;Châtillon-Montrouge;10:48;1
8;La Motte-Picquet - Grenelle;8:18;4
5;Église de Pantin;8:53;2
4;Gare du Nord;15:53;4
5;Bobigny Pablo Picasso;13:31;1
10;Boulogne Pont de Saint-Cloud;8:33;3
3B;Porte des Lilas;19:47;2
7;Porte de la Villette;13:54;10
7;Porte de la Villette;11:37;8
8;Balard;19:14;2
13;Châtillon-Montrouge;21:12;1
2;Belleville;22:10;7
2;Porte Dauphine;16:58;2
5;Bobigny Pablo Picasso;19:59;1
3;Gallieni;8:40;1
9;Porte de Montreuil;20:37;3
7;Mairie d'Ivry;17:11;11
5;Bobigny Pablo Picasso;19:48;1
8;Balard;14:41;2
6;Nation;12:46;1
10;Porte d'Auteuil;8:12;2
13;Carrefour Pleyel;21:06;5
5;Bobigny Pablo Picasso;12:14;1
4;Montparnasse Bienvenue;19:06;3
10;Boulogne Pont de Saint-Cloud;6:10;3
9;Mairie de Montreuil;13:28;2
5;Campo-Formio;8:26;5
1;Gare de Lyon;7:13;6
13;Châtillon-Montrouge;11:56;4
2;Nation;19:00;1
11;Châtelet;12:30;4
4;Porte d'Orléans;7:42;5
3;Gallieni;21:57;1
2;Charles de Gaulle - Etoile;20:26;8
8;Pointe du Lac;17:27;3
12;Porte de Versailles;9:28;4
12;Porte de Versailles;13:07;4
10;Gare d'Austerlitz;17:23;1
3;Porte de Champerret;7:40;4
6;Corvisart;13:51;4
12;Porte de Versailles;16:01;4
4;Porte d'Orléans;11:21;5
8;La Motte-Picquet - Grenelle;22:59;4
10;Boulogne Pont de Saint-Cloud;13:24;3
7B;Pré-Saint-Gervais;8:22;2
9;Mairie de Montreuil;16:21;4
10;Boulogne Pont de Saint-Cloud;11:51;3
3;Gallieni;18:21;1
3B;Porte des Lilas;7:31;2
4;Bagneux - Lucie Aubrac;10:42;2
10;Boulogne Pont de Saint-Cloud;14:58;3
2;Jaurès;21:49;6
2;Charles de Gaulle - Etoile;6:09;8
6;Trocadéro;11:30;5
1;Château de Vincennes;15:47;2
2;Porte Dauphine;19:05;2
14;Mairie de Saint-Ouen;6:27;3
6;Corvisart;8:44;4
2;Victor Hugo;6:49;4
5;Bobigny Pablo Picasso;10:44;1
3;Porte de Champerret;17:31;4
14;Bibliothèque François Mitterrand;18:57;5
14;Bercy;10:29;1
2;Place de Clichy;12:05;3
10;Porte d'Auteuil;11:16;2
13;Asnières - Gennevilliers Les Courtilles;19:18;2
8;Lourmel;13:44;1
1;Hôtel de Ville;12:12;5
12;Porte de Versailles;20:48;4
4;Porte d'Orléans;10:08;5
12;Mairie d'Issy;12:43;3
12;Mairie d'Issy;18:29;3
9;Porte de Montreuil;16:28;3
8;La Motte-Picquet - Grenelle;10:54;4
10;Boulogne Pont de Saint-Cloud;22:23;3
8;La Motte-Picquet - Grenelle;9:15;4
6;Nation;16:52;1
3;Pont de Levallois - Bécon;18:52;3
3;Pont de Levallois - Bécon;22:23;3
7;Mairie d'Ivry;12:12;11
2;Jaurès;10:52;6
10;Porte d'Auteuil;18:21;2
9;Mairie de Montreuil;14:24;4
8;Lourmel;6:46;1
8;Pointe du Lac;15:57;3
5;Église de Pantin;15:56;2
13;La Fourche;11:11;7
4;Porte d'Orléans;12:26;5
13;Châtillon-Montrouge;20:02;1
9;Porte de Montreuil;18:24;3
9;Mairie de Montreuil;17:54;4
6;Daumesnil;20:58;2
14;Gare de Lyon;15:28;9
2;Avron;22:54;5
13;Asnières - Gennevilliers Les Courtilles;12:53;3
7;La Courneuve - 8 Mai 1945;10:44;4
13;Châtillon-Montrouge;17:51;4
8;La Motte-Picquet - Grenelle;12:20;4
9;Mairie de Montreuil;16:52;4
10;Boulogne Pont de Saint-Cloud;6:59;3
3B;Porte des Lilas;11:11;2
3;Gambetta;20:41;2
5;Église de Pantin;14:11;2
8;La Motte-Picquet - Grenelle;9:33;4
10;Boulogne Pont de Saint-Cloud;19:56;3
9;Mairie de Montreuil;6:26;2
3;Gambetta;16:25;2
11;Porte des Lilas;15:08;5
13;Châtillon-Montrouge;7:48;1
8;Balard;14:22;2
2;Nation;15:27;1
11;Porte des Lilas;22:20;5
3;Porte de Champerret;6:55;4
9;Porte de Montreuil;14:55;3
9;Porte de Montreuil;16:26;3
8;La Motte-Picquet - Grenelle;20:25;4
14;Châtelet;15:49;8
5;Bobigny Pablo Picasso;8:56;1
13;Asnières - Gennevilliers Les Courtilles;7:41;3
3;Gambetta;11:55;2
11;Mairie des Lilas;14:07;1
8;La Motte-Picquet - Grenelle;11:45;4
9;Porte de Montreuil;8:32;3
10;Boulogne Pont de Saint-Cloud;11:52;3
11;Place des Fêtes;14:01;2
6;Nation;9:40;1
6;Nation;19:47;1
12;Porte de Versailles;14:52;4
6;Nation;17:56;1
2;Place de Clichy;15:16;3
2;Jaurès;19:00;6
8;Daumesnil;17:07;5
14;Mairie de Saint-Ouen;19:06;3
4;Gare du Nord;19:04;4
9;Porte de Montreuil;15:16;3
11;Porte des Lilas;8:23;5
9;Porte de Montreuil;18:45;3
6;Bercy;14:59;6
4;Montparnasse Bienvenue;9:07;3
13;Asnières - Gennevilliers Les Courtilles;15:48;3
5;Gare d'Austerlitz;6:48;6
3;Gallieni;16:46;1
2;Place de Clichy;22:32;3
9;Nation;18:27;8
13;La Fourche;20:33;7
5;Bobigny Pablo Picasso;21:51;1
3;Porte de Champerret;18:47;4
11;Place des Fêtes;10:40;2
5;Bobigny Pablo Picasso;19:03;1
11;Mairie des Lilas;16:18;1
5;Place d'Italie;13:42;4
6;Trocadéro;8:29;5
8;La Motte-Picquet - Grenelle;7:35;4
8;Balard;13:17;2
13;Châtillon-Montrouge;12:16;4
4;Montparnasse Bienvenue;20:47;3
6;Bercy;20:35;6
7;Mairie d'Ivry;14:04;11
3;Gambetta;15:37;2
6;Corvisart;9:43;4
8;Lourmel;19:44;1
6;Corvisart;9:14;4
4;Porte d'Orléans;22:46;5
4;Bagneux - Lucie Aubrac;20:43;2
14;Gare de Lyon;13:45;4
1;Charles de Gaulle - Etoile;8:37;4
4;Montparnasse Bienvenue;9:24;3
1;Château de Vincennes;21:01;2
6;Daumesnil;6:33;2
8;Lourmel;16:23;1
4;Bagneux - Lucie Aubrac;8:57;2
5;Bobigny-Pantin - Raymond Queneau;12:58;3
1;Charles de Gaulle - Etoile;11:13;4
2;Place de Clichy;22:47;3
5;Campo-Formio;8:07;5
8;Lourmel;17:53;1
4;Bagneux - Lucie Aubrac;9:48;2
12;Porte de Versailles;9:04;4
12;Porte de Versailles;22:19;4
3;Pont de Levallois - Bécon;15:24;3
12;Porte de Versailles;13:20;4
10;Porte d'Auteuil;7:27;2
12;Mairie d'Issy;21:00;3
3;Pont de Levallois - Bécon;14:39;3
6;Daumesnil;9:32;2
7;La Courneuve - 8 Mai 1945;19:13;7
4;Bagneux - Lucie Aubrac;13:23;2
13;Asnières - Gennevilliers Les Courtilles;20:14;2
6;Daumesnil;13:13;2
1;Hôtel de Ville;16:41;5
1;Gare de Lyon;21:28;6
6;Bercy;6:20;6
12;Porte de Versailles;6:21;4
11;Châtelet;14:09;4
10;Porte d'Auteuil;14:56;2
9;Mairie de Montreuil;7:11;2
7;La Courneuve - 8 Mai 1945;8:37;7
2;Jaurès;22:22;6
12;Mairie d'Issy;12:15;3
8;La Motte-Picquet - Grenelle;18:41;4
5;Place d'Italie;21:50;4
4;Porte d'Orléans;8:43;5
13;Saint-Denis - Université;6:41;6
5;Campo-Formio;6:47;5
10;Boulogne Pont de Saint-Cloud;13:12;3
5;Place d'Italie;7:25;4
2;Charles de Gaulle - Etoile;6:26;8
13;La Fourche;17:07;7
11;Mairie des Lilas;15:53;1
12;Mairie d'Issy;6:54;3
